userId,bookId,borrowDate,returnDate,dueDate,comments,status,createdAt,updatedAt
692a0da043b25c480d9cbba0,68f72e0feb25b036b77ff7de,"{""$date"":""2025-04-16T18:50:57.000Z""}","{""$date"":""2025-10-21T16:09:43.000Z""}",mongo::iso,Integer a nibh.,returned,"{""$date"":""2025-04-16T18:50:57.000Z""}","{""$date"":""2025-04-16T18:50:57.000Z""}"
692a0da043b25c480d9cbba2,68f72e0feb25b036b77ff537,"{""$date"":""2025-06-05T05:21:29.000Z""}","{""$date"":""2025-01-18T00:28:05.000Z""}",mongo::iso,Nulla ac enim.,active,"{""$date"":""2025-06-05T05:21:29.000Z""}","{""$date"":""2025-06-05T05:21:29.000Z""}"
692a0da043b25c480d9cbb65,68f72e0feb25b036b77ff4f8,"{""$date"":""2025-07-13T18:01:41.000Z""}","{""$date"":""2025-01-29T15:26:24.000Z""}",mongo::iso,Praesent id massa id nisl venenatis lacinia.,active,"{""$date"":""2025-07-13T18:01:41.000Z""}","{""$date"":""2025-07-13T18:01:41.000Z""}"
692a0da043b25c480d9cbb72,68f72e0feb25b036b77ff682,"{""$date"":""2025-11-09T17:51:24.000Z""}","{""$date"":""2025-10-12T11:21:36.000Z""}",mongo::iso,Praesent id massa id nisl venenatis lacinia.,returned,"{""$date"":""2025-11-09T17:51:24.000Z""}","{""$date"":""2025-11-09T17:51:24.000Z""}"
692a0da043b25c480d9cbba0,68f72e0feb25b036b77ff4b3,"{""$date"":""2025-01-14T16:15:11.000Z""}","{""$date"":""2025-08-26T00:50:14.000Z""}",mongo::iso,Aenean auctor gravida sem.,returned,"{""$date"":""2025-01-14T16:15:11.000Z""}","{""$date"":""2025-01-14T16:15:11.000Z""}"
692a0da043b25c480d9cbb4f,68f72e0feb25b036b77ff45c,"{""$date"":""2025-11-24T03:37:10.000Z""}","{""$date"":""2025-08-05T05:53:24.000Z""}",mongo::iso,Donec ut dolor.,returned,"{""$date"":""2025-11-24T03:37:10.000Z""}","{""$date"":""2025-11-24T03:37:10.000Z""}"
692a0da043b25c480d9cbb81,68f72e0feb25b036b77ff7fb,"{""$date"":""2025-07-10T08:33:20.000Z""}","{""$date"":""2025-08-27T12:35:46.000Z""}",mongo::iso,Morbi quis tortor id nulla ultrices aliquet.,returned,"{""$date"":""2025-07-10T08:33:20.000Z""}","{""$date"":""2025-07-10T08:33:20.000Z""}"
692a0da043b25c480d9cbb55,68f72e0feb25b036b77ff719,"{""$date"":""2025-10-30T01:01:14.000Z""}","{""$date"":""2025-06-07T05:20:39.000Z""}",mongo::iso,Sed ante.,active,"{""$date"":""2025-10-30T01:01:14.000Z""}","{""$date"":""2025-10-30T01:01:14.000Z""}"
692a0da043b25c480d9cbb79,68f72e0feb25b036b77ff7af,"{""$date"":""2025-11-22T08:45:02.000Z""}","{""$date"":""2025-05-04T03:29:07.000Z""}",mongo::iso,Morbi non quam nec dui luctus rutrum.,active,"{""$date"":""2025-11-22T08:45:02.000Z""}","{""$date"":""2025-11-22T08:45:02.000Z""}"
692a0da043b25c480d9cbb79,68f72e0feb25b036b77ff82b,"{""$date"":""2025-03-08T07:37:19.000Z""}","{""$date"":""2024-12-04T14:37:29.000Z""}",mongo::iso,Sed sagittis.,returned,"{""$date"":""2025-03-08T07:37:19.000Z""}","{""$date"":""2025-03-08T07:37:19.000Z""}"
692a0da043b25c480d9cbb4e,68f72e0feb25b036b77ff7f0,"{""$date"":""2025-08-26T03:21:05.000Z""}","{""$date"":""2025-03-03T17:40:07.000Z""}",mongo::iso,Vestibulum ac est lacinia nisi venenatis tristique.,active,"{""$date"":""2025-08-26T03:21:05.000Z""}","{""$date"":""2025-08-26T03:21:05.000Z""}"
692a0da043b25c480d9cbb52,68f72e0feb25b036b77ff77a,"{""$date"":""2025-08-14T02:40:12.000Z""}","{""$date"":""2025-02-10T01:11:26.000Z""}",mongo::iso,Nulla tellus.,active,"{""$date"":""2025-08-14T02:40:12.000Z""}","{""$date"":""2025-08-14T02:40:12.000Z""}"
692a0da043b25c480d9cbb83,68f72e0feb25b036b77ff6b0,"{""$date"":""2024-12-20T23:12:06.000Z""}","{""$date"":""2025-09-20T16:37:04.000Z""}",mongo::iso,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",returned,"{""$date"":""2024-12-20T23:12:06.000Z""}","{""$date"":""2024-12-20T23:12:06.000Z""}"
692a0da043b25c480d9cbb74,68f72e0feb25b036b77ff700,"{""$date"":""2025-02-12T11:25:06.000Z""}","{""$date"":""2024-11-29T18:29:21.000Z""}",mongo::iso,Nunc nisl.,returned,"{""$date"":""2025-02-12T11:25:06.000Z""}","{""$date"":""2025-02-12T11:25:06.000Z""}"
692a0da043b25c480d9cbb56,68f72e0feb25b036b77ff604,"{""$date"":""2025-03-17T04:38:14.000Z""}","{""$date"":""2025-09-07T08:48:47.000Z""}",mongo::iso,Etiam justo.,returned,"{""$date"":""2025-03-17T04:38:14.000Z""}","{""$date"":""2025-03-17T04:38:14.000Z""}"
692a0da043b25c480d9cbb57,68f72e0feb25b036b77ff80b,"{""$date"":""2025-02-20T10:25:19.000Z""}","{""$date"":""2024-12-24T08:38:54.000Z""}",mongo::iso,Vestibulum ac est lacinia nisi venenatis tristique.,active,"{""$date"":""2025-02-20T10:25:19.000Z""}","{""$date"":""2025-02-20T10:25:19.000Z""}"
692a0da043b25c480d9cbb83,68f72e0feb25b036b77ff4b2,"{""$date"":""2024-12-01T11:10:45.000Z""}","{""$date"":""2025-06-20T11:26:41.000Z""}",mongo::iso,Nam tristique tortor eu pede.,returned,"{""$date"":""2024-12-01T11:10:45.000Z""}","{""$date"":""2024-12-01T11:10:45.000Z""}"
692a0da043b25c480d9cbb59,68f72e0feb25b036b77ff5d2,"{""$date"":""2025-10-14T09:06:49.000Z""}","{""$date"":""2025-03-27T19:34:55.000Z""}",mongo::iso,Sed vel enim sit amet nunc viverra dapibus.,returned,"{""$date"":""2025-10-14T09:06:49.000Z""}","{""$date"":""2025-10-14T09:06:49.000Z""}"
692a0da043b25c480d9cbb74,68f72e0feb25b036b77ff78f,"{""$date"":""2025-07-05T04:36:49.000Z""}","{""$date"":""2024-12-26T23:34:55.000Z""}",mongo::iso,Aenean sit amet justo.,active,"{""$date"":""2025-07-05T04:36:49.000Z""}","{""$date"":""2025-07-05T04:36:49.000Z""}"
692a0da043b25c480d9cbb58,68f72e0feb25b036b77ff5ed,"{""$date"":""2025-10-28T00:24:11.000Z""}","{""$date"":""2025-08-01T04:20:27.000Z""}",mongo::iso,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",returned,"{""$date"":""2025-10-28T00:24:11.000Z""}","{""$date"":""2025-10-28T00:24:11.000Z""}"
692a0da043b25c480d9cbb92,68f72e0feb25b036b77ff679,"{""$date"":""2024-12-30T01:19:42.000Z""}","{""$date"":""2025-01-21T09:51:43.000Z""}",mongo::iso,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",returned,"{""$date"":""2024-12-30T01:19:42.000Z""}","{""$date"":""2024-12-30T01:19:42.000Z""}"
692a0da043b25c480d9cbb89,68f72e0feb25b036b77ff503,"{""$date"":""2025-05-31T14:41:20.000Z""}","{""$date"":""2025-06-05T12:57:15.000Z""}",mongo::iso,Aenean sit amet justo.,returned,"{""$date"":""2025-05-31T14:41:20.000Z""}","{""$date"":""2025-05-31T14:41:20.000Z""}"
692a0da043b25c480d9cbb5c,68f72e0feb25b036b77ff534,"{""$date"":""2025-06-15T13:21:04.000Z""}","{""$date"":""2025-02-03T07:39:49.000Z""}",mongo::iso,Nulla ut erat id mauris vulputate elementum.,returned,"{""$date"":""2025-06-15T13:21:04.000Z""}","{""$date"":""2025-06-15T13:21:04.000Z""}"
692a0da043b25c480d9cbb99,68f72e0feb25b036b77ff78c,"{""$date"":""2025-09-09T21:15:31.000Z""}","{""$date"":""2025-02-08T04:44:57.000Z""}",mongo::iso,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,active,"{""$date"":""2025-09-09T21:15:31.000Z""}","{""$date"":""2025-09-09T21:15:31.000Z""}"
692a0da043b25c480d9cbb9a,68f72e0feb25b036b77ff68c,"{""$date"":""2025-08-06T08:51:36.000Z""}","{""$date"":""2025-10-31T11:39:54.000Z""}",mongo::iso,Cras non velit nec nisi vulputate nonummy.,returned,"{""$date"":""2025-08-06T08:51:36.000Z""}","{""$date"":""2025-08-06T08:51:36.000Z""}"
692a0da043b25c480d9cbb5d,68f72e0feb25b036b77ff50b,"{""$date"":""2025-08-20T00:12:13.000Z""}","{""$date"":""2025-10-01T15:22:14.000Z""}",mongo::iso,Praesent id massa id nisl venenatis lacinia.,active,"{""$date"":""2025-08-20T00:12:13.000Z""}","{""$date"":""2025-08-20T00:12:13.000Z""}"
692a0da043b25c480d9cbb92,68f72e0feb25b036b77ff4b6,"{""$date"":""2025-03-12T14:43:22.000Z""}","{""$date"":""2025-09-03T18:28:18.000Z""}",mongo::iso,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",returned,"{""$date"":""2025-03-12T14:43:22.000Z""}","{""$date"":""2025-03-12T14:43:22.000Z""}"
692a0da043b25c480d9cbb57,68f72e0feb25b036b77ff71f,"{""$date"":""2025-08-06T19:09:41.000Z""}","{""$date"":""2025-11-03T14:11:45.000Z""}",mongo::iso,Donec semper sapien a libero.,returned,"{""$date"":""2025-08-06T19:09:41.000Z""}","{""$date"":""2025-08-06T19:09:41.000Z""}"
692a0da043b25c480d9cbb52,68f72e0feb25b036b77ff5eb,"{""$date"":""2025-10-08T15:27:08.000Z""}","{""$date"":""2025-11-16T08:48:48.000Z""}",mongo::iso,Donec dapibus.,returned,"{""$date"":""2025-10-08T15:27:08.000Z""}","{""$date"":""2025-10-08T15:27:08.000Z""}"
692a0da043b25c480d9cbb57,68f72e0feb25b036b77ff53d,"{""$date"":""2025-01-11T02:15:14.000Z""}","{""$date"":""2025-07-11T06:46:53.000Z""}",mongo::iso,Vivamus in felis eu sapien cursus vestibulum.,returned,"{""$date"":""2025-01-11T02:15:14.000Z""}","{""$date"":""2025-01-11T02:15:14.000Z""}"
692a0da043b25c480d9cbba5,68f72e0feb25b036b77ff6dc,"{""$date"":""2025-05-21T18:44:36.000Z""}","{""$date"":""2025-02-28T21:10:56.000Z""}",mongo::iso,Phasellus in felis.,returned,"{""$date"":""2025-05-21T18:44:36.000Z""}","{""$date"":""2025-05-21T18:44:36.000Z""}"
692a0da043b25c480d9cbb60,68f72e0feb25b036b77ff5c1,"{""$date"":""2025-01-17T02:41:20.000Z""}","{""$date"":""2025-09-28T09:42:14.000Z""}",mongo::iso,Nulla facilisi.,returned,"{""$date"":""2025-01-17T02:41:20.000Z""}","{""$date"":""2025-01-17T02:41:20.000Z""}"
692a0da043b25c480d9cbb8f,68f72e0feb25b036b77ff6ae,"{""$date"":""2025-01-15T14:15:10.000Z""}","{""$date"":""2025-09-27T14:26:12.000Z""}",mongo::iso,Suspendisse potenti.,active,"{""$date"":""2025-01-15T14:15:10.000Z""}","{""$date"":""2025-01-15T14:15:10.000Z""}"
692a0da043b25c480d9cbb6d,68f72e0feb25b036b77ff512,"{""$date"":""2025-03-05T02:50:32.000Z""}","{""$date"":""2025-09-15T22:03:49.000Z""}",mongo::iso,Praesent blandit.,active,"{""$date"":""2025-03-05T02:50:32.000Z""}","{""$date"":""2025-03-05T02:50:32.000Z""}"
692a0da043b25c480d9cbb7f,68f72e0feb25b036b77ff7cd,"{""$date"":""2025-08-22T07:49:40.000Z""}","{""$date"":""2025-04-28T18:43:16.000Z""}",mongo::iso,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",returned,"{""$date"":""2025-08-22T07:49:40.000Z""}","{""$date"":""2025-08-22T07:49:40.000Z""}"
692a0da043b25c480d9cbb5a,68f72e0feb25b036b77ff4d4,"{""$date"":""2025-04-11T22:23:50.000Z""}","{""$date"":""2025-08-22T01:53:26.000Z""}",mongo::iso,Nulla ut erat id mauris vulputate elementum.,active,"{""$date"":""2025-04-11T22:23:50.000Z""}","{""$date"":""2025-04-11T22:23:50.000Z""}"
692a0da043b25c480d9cbba9,68f72e0feb25b036b77ff7e2,"{""$date"":""2025-09-05T16:08:17.000Z""}","{""$date"":""2025-07-27T08:52:16.000Z""}",mongo::iso,Nulla justo.,active,"{""$date"":""2025-09-05T16:08:17.000Z""}","{""$date"":""2025-09-05T16:08:17.000Z""}"
692a0da043b25c480d9cbbab,68f72e0feb25b036b77ff5bf,"{""$date"":""2025-06-11T17:42:10.000Z""}","{""$date"":""2025-11-27T10:56:38.000Z""}",mongo::iso,Duis mattis egestas metus.,active,"{""$date"":""2025-06-11T17:42:10.000Z""}","{""$date"":""2025-06-11T17:42:10.000Z""}"
692a0da043b25c480d9cbb7d,68f72e0feb25b036b77ff62c,"{""$date"":""2025-11-24T17:52:44.000Z""}","{""$date"":""2025-09-08T20:40:45.000Z""}",mongo::iso,Proin risus.,active,"{""$date"":""2025-11-24T17:52:44.000Z""}","{""$date"":""2025-11-24T17:52:44.000Z""}"
692a0da043b25c480d9cbb7d,68f72e0feb25b036b77ff581,"{""$date"":""2024-12-31T08:54:52.000Z""}","{""$date"":""2025-06-16T14:43:24.000Z""}",mongo::iso,Morbi quis tortor id nulla ultrices aliquet.,returned,"{""$date"":""2024-12-31T08:54:52.000Z""}","{""$date"":""2024-12-31T08:54:52.000Z""}"
692a0da043b25c480d9cbb91,68f72e0feb25b036b77ff566,"{""$date"":""2025-09-11T17:20:45.000Z""}","{""$date"":""2025-10-15T08:05:42.000Z""}",mongo::iso,Nulla justo.,returned,"{""$date"":""2025-09-11T17:20:45.000Z""}","{""$date"":""2025-09-11T17:20:45.000Z""}"
692a0da043b25c480d9cbb5e,68f72e0feb25b036b77ff7af,"{""$date"":""2025-10-21T10:43:23.000Z""}","{""$date"":""2025-09-12T03:30:04.000Z""}",mongo::iso,Aenean fermentum.,active,"{""$date"":""2025-10-21T10:43:23.000Z""}","{""$date"":""2025-10-21T10:43:23.000Z""}"
692a0da043b25c480d9cbb57,68f72e0feb25b036b77ff5c7,"{""$date"":""2025-11-24T04:30:59.000Z""}","{""$date"":""2025-02-13T01:19:47.000Z""}",mongo::iso,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",returned,"{""$date"":""2025-11-24T04:30:59.000Z""}","{""$date"":""2025-11-24T04:30:59.000Z""}"
692a0da043b25c480d9cbba2,68f72e0feb25b036b77ff82a,"{""$date"":""2025-10-14T14:55:00.000Z""}","{""$date"":""2025-07-29T01:25:14.000Z""}",mongo::iso,Donec quis orci eget orci vehicula condimentum.,active,"{""$date"":""2025-10-14T14:55:00.000Z""}","{""$date"":""2025-10-14T14:55:00.000Z""}"
692a0da043b25c480d9cbb69,68f72e0feb25b036b77ff69f,"{""$date"":""2024-12-16T21:43:20.000Z""}","{""$date"":""2024-12-16T05:16:58.000Z""}",mongo::iso,Integer ac leo.,active,"{""$date"":""2024-12-16T21:43:20.000Z""}","{""$date"":""2024-12-16T21:43:20.000Z""}"
692a0da043b25c480d9cbb52,68f72e0feb25b036b77ff768,"{""$date"":""2024-12-25T06:13:26.000Z""}","{""$date"":""2025-10-12T10:10:04.000Z""}",mongo::iso,Nulla nisl.,returned,"{""$date"":""2024-12-25T06:13:26.000Z""}","{""$date"":""2024-12-25T06:13:26.000Z""}"
692a0da043b25c480d9cbb80,68f72e0feb25b036b77ff762,"{""$date"":""2025-07-08T22:23:55.000Z""}","{""$date"":""2025-01-27T09:58:48.000Z""}",mongo::iso,Cras pellentesque volutpat dui.,active,"{""$date"":""2025-07-08T22:23:55.000Z""}","{""$date"":""2025-07-08T22:23:55.000Z""}"
692a0da043b25c480d9cbb80,68f72e0feb25b036b77ff7a6,"{""$date"":""2025-07-30T06:40:26.000Z""}","{""$date"":""2025-09-02T15:55:59.000Z""}",mongo::iso,Quisque id justo sit amet sapien dignissim vestibulum.,active,"{""$date"":""2025-07-30T06:40:26.000Z""}","{""$date"":""2025-07-30T06:40:26.000Z""}"
692a0da043b25c480d9cbbab,68f72e0feb25b036b77ff5d8,"{""$date"":""2025-07-03T04:59:26.000Z""}","{""$date"":""2024-12-03T14:26:44.000Z""}",mongo::iso,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",returned,"{""$date"":""2025-07-03T04:59:26.000Z""}","{""$date"":""2025-07-03T04:59:26.000Z""}"
692a0da043b25c480d9cbb5e,68f72e0feb25b036b77ff61e,"{""$date"":""2025-04-26T15:12:20.000Z""}","{""$date"":""2025-07-28T19:09:16.000Z""}",mongo::iso,Curabitur convallis.,active,"{""$date"":""2025-04-26T15:12:20.000Z""}","{""$date"":""2025-04-26T15:12:20.000Z""}"
692a0da043b25c480d9cbb63,68f72e0feb25b036b77ff4b6,"{""$date"":""2025-10-15T08:19:10.000Z""}","{""$date"":""2024-12-10T01:16:13.000Z""}",mongo::iso,Vestibulum ac est lacinia nisi venenatis tristique.,active,"{""$date"":""2025-10-15T08:19:10.000Z""}","{""$date"":""2025-10-15T08:19:10.000Z""}"
692a0da043b25c480d9cbb8a,68f72e0feb25b036b77ff6f7,"{""$date"":""2025-09-01T12:39:07.000Z""}","{""$date"":""2025-06-13T17:16:49.000Z""}",mongo::iso,Fusce posuere felis sed lacus.,returned,"{""$date"":""2025-09-01T12:39:07.000Z""}","{""$date"":""2025-09-01T12:39:07.000Z""}"
692a0da043b25c480d9cbb94,68f72e0feb25b036b77ff7d1,"{""$date"":""2025-06-30T02:52:00.000Z""}","{""$date"":""2024-12-11T16:37:46.000Z""}",mongo::iso,In hac habitasse platea dictumst.,returned,"{""$date"":""2025-06-30T02:52:00.000Z""}","{""$date"":""2025-06-30T02:52:00.000Z""}"
692a0da043b25c480d9cbb8f,68f72e0feb25b036b77ff67b,"{""$date"":""2025-03-02T14:17:00.000Z""}","{""$date"":""2025-11-19T05:18:26.000Z""}",mongo::iso,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",returned,"{""$date"":""2025-03-02T14:17:00.000Z""}","{""$date"":""2025-03-02T14:17:00.000Z""}"
692a0da043b25c480d9cbb64,68f72e0feb25b036b77ff7a4,"{""$date"":""2025-05-23T14:37:19.000Z""}","{""$date"":""2025-08-10T17:30:03.000Z""}",mongo::iso,Nunc nisl.,returned,"{""$date"":""2025-05-23T14:37:19.000Z""}","{""$date"":""2025-05-23T14:37:19.000Z""}"
692a0da043b25c480d9cbb80,68f72e0feb25b036b77ff660,"{""$date"":""2025-07-25T18:17:13.000Z""}","{""$date"":""2025-02-20T04:32:35.000Z""}",mongo::iso,Vestibulum rutrum rutrum neque.,active,"{""$date"":""2025-07-25T18:17:13.000Z""}","{""$date"":""2025-07-25T18:17:13.000Z""}"
692a0da043b25c480d9cbb65,68f72e0feb25b036b77ff5bb,"{""$date"":""2025-02-04T14:20:27.000Z""}","{""$date"":""2025-01-28T02:12:57.000Z""}",mongo::iso,Integer a nibh.,active,"{""$date"":""2025-02-04T14:20:27.000Z""}","{""$date"":""2025-02-04T14:20:27.000Z""}"
692a0da043b25c480d9cbb9d,68f72e0feb25b036b77ff4af,"{""$date"":""2025-03-13T16:22:41.000Z""}","{""$date"":""2025-07-22T12:54:02.000Z""}",mongo::iso,Nulla tempus.,returned,"{""$date"":""2025-03-13T16:22:41.000Z""}","{""$date"":""2025-03-13T16:22:41.000Z""}"
692a0da043b25c480d9cbb9c,68f72e0feb25b036b77ff55a,"{""$date"":""2025-11-19T01:03:22.000Z""}","{""$date"":""2025-01-24T20:08:28.000Z""}",mongo::iso,Cras non velit nec nisi vulputate nonummy.,returned,"{""$date"":""2025-11-19T01:03:22.000Z""}","{""$date"":""2025-11-19T01:03:22.000Z""}"
692a0da043b25c480d9cbb75,68f72e0feb25b036b77ff6dc,"{""$date"":""2025-11-27T02:51:41.000Z""}","{""$date"":""2025-02-05T17:42:59.000Z""}",mongo::iso,Quisque ut erat.,returned,"{""$date"":""2025-11-27T02:51:41.000Z""}","{""$date"":""2025-11-27T02:51:41.000Z""}"
692a0da043b25c480d9cbb8c,68f72e0feb25b036b77ff791,"{""$date"":""2025-04-10T20:52:33.000Z""}","{""$date"":""2025-03-22T14:30:12.000Z""}",mongo::iso,Duis aliquam convallis nunc.,returned,"{""$date"":""2025-04-10T20:52:33.000Z""}","{""$date"":""2025-04-10T20:52:33.000Z""}"
692a0da043b25c480d9cbba9,68f72e0feb25b036b77ff71b,"{""$date"":""2025-09-07T15:30:31.000Z""}","{""$date"":""2025-04-27T07:26:42.000Z""}",mongo::iso,Nullam molestie nibh in lectus.,active,"{""$date"":""2025-09-07T15:30:31.000Z""}","{""$date"":""2025-09-07T15:30:31.000Z""}"
692a0da043b25c480d9cbb54,68f72e0feb25b036b77ff669,"{""$date"":""2025-04-24T21:27:02.000Z""}","{""$date"":""2025-11-27T13:55:58.000Z""}",mongo::iso,Donec semper sapien a libero.,returned,"{""$date"":""2025-04-24T21:27:02.000Z""}","{""$date"":""2025-04-24T21:27:02.000Z""}"
692a0da043b25c480d9cbb92,68f72e0feb25b036b77ff577,"{""$date"":""2025-04-18T07:55:22.000Z""}","{""$date"":""2024-12-07T16:47:55.000Z""}",mongo::iso,Nullam porttitor lacus at turpis.,returned,"{""$date"":""2025-04-18T07:55:22.000Z""}","{""$date"":""2025-04-18T07:55:22.000Z""}"
692a0da043b25c480d9cbb78,68f72e0feb25b036b77ff4b2,"{""$date"":""2025-02-06T14:41:38.000Z""}","{""$date"":""2025-08-03T14:56:20.000Z""}",mongo::iso,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",returned,"{""$date"":""2025-02-06T14:41:38.000Z""}","{""$date"":""2025-02-06T14:41:38.000Z""}"
692a0da043b25c480d9cbb68,68f72e0feb25b036b77ff545,"{""$date"":""2025-03-23T00:59:47.000Z""}","{""$date"":""2025-01-09T14:47:47.000Z""}",mongo::iso,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",returned,"{""$date"":""2025-03-23T00:59:47.000Z""}","{""$date"":""2025-03-23T00:59:47.000Z""}"
692a0da043b25c480d9cbb74,68f72e0feb25b036b77ff44d,"{""$date"":""2025-07-31T06:42:27.000Z""}","{""$date"":""2025-06-04T09:32:02.000Z""}",mongo::iso,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",returned,"{""$date"":""2025-07-31T06:42:27.000Z""}","{""$date"":""2025-07-31T06:42:27.000Z""}"
692a0da043b25c480d9cbb63,68f72e0feb25b036b77ff713,"{""$date"":""2025-09-03T15:38:33.000Z""}","{""$date"":""2024-12-26T23:08:53.000Z""}",mongo::iso,Proin risus.,returned,"{""$date"":""2025-09-03T15:38:33.000Z""}","{""$date"":""2025-09-03T15:38:33.000Z""}"
692a0da043b25c480d9cbb77,68f72e0feb25b036b77ff79d,"{""$date"":""2025-02-08T02:33:42.000Z""}","{""$date"":""2025-03-24T04:11:02.000Z""}",mongo::iso,Suspendisse accumsan tortor quis turpis.,returned,"{""$date"":""2025-02-08T02:33:42.000Z""}","{""$date"":""2025-02-08T02:33:42.000Z""}"
692a0da043b25c480d9cbba6,68f72e0feb25b036b77ff467,"{""$date"":""2025-10-13T22:43:15.000Z""}","{""$date"":""2025-10-22T23:22:45.000Z""}",mongo::iso,Donec ut mauris eget massa tempor convallis.,returned,"{""$date"":""2025-10-13T22:43:15.000Z""}","{""$date"":""2025-10-13T22:43:15.000Z""}"
692a0da043b25c480d9cbbaa,68f72e0feb25b036b77ff482,"{""$date"":""2025-04-26T00:53:11.000Z""}","{""$date"":""2025-11-25T14:00:34.000Z""}",mongo::iso,In eleifend quam a odio.,returned,"{""$date"":""2025-04-26T00:53:11.000Z""}","{""$date"":""2025-04-26T00:53:11.000Z""}"
692a0da043b25c480d9cbba7,68f72e0feb25b036b77ff49b,"{""$date"":""2025-01-25T04:32:53.000Z""}","{""$date"":""2025-05-03T02:11:45.000Z""}",mongo::iso,Nullam molestie nibh in lectus.,returned,"{""$date"":""2025-01-25T04:32:53.000Z""}","{""$date"":""2025-01-25T04:32:53.000Z""}"
